scale
20.12484074
19.99532201
16.35338317
15.93140138
21.54626651
25.45045058
26.47083448
24.98455126
25.2346357
25.17619775
23.26719865
21.68795618
25.35968694
24.47130971
22.78117438
22.24484098
21.77558689
21.8172581
23.33826946
25.52295577
26.13843676
24.81142584
25.11919596
24.51235222
23.7476109
24.34688782
19.54739682
16.89860795
16.31361159
20.7528658
22.20701696
23.20949757
22.99861623
22.59780608
22.78085827
22.76994882
22.44525704
22.10256041
20.84841145
22.32546211
23.61279516
22.92254414
23.04116709
22.91894726
23.66536057
25.49306442
25.43993052
23.68959966
24.91614668
23.77316468
22.6961647
22.95216354
23.31414849
22.86913165
24.45197699
24.2103162
23.68327762
22.75383913
22.11199966
23.31064936
23.15005148
22.4299076
23.1749811
21.77589839
22.08760637
21.11820115
21.61198051
20.58340827
20.93212974
21.06217582
20.51163632
20.77281687
21.37308284
21.4810081
21.93696564
21.91804747
22.14679445
21.94493188
22.26041521
21.9182059
22.02630248
20.47739373
19.84588432
21.28168114
21.39191176
21.78813369
21.59707077
22.05943949
23.0016448
23.15954736
22.40348439
22.53681082
22.42933036
22.51302526
23.56703948
24.33694333
25.25769703
25.77343809
25.37235164
25.107473
25.61601491
25.98239146
25.35607879
25.13782064
25.42295863
25.18648497
25.07336311
25.24906717
24.52523927
25.45572095
25.29401305
25.2179373
25.09743041
25.01594437
25.12244354
25.46872063
25.82727188
24.81915122
25.19516102
25.78897889
25.8818259
26.93541652
26.09469976
25.2863261
25.23434301
24.92071515
24.94740509
25.31689934
25.11383341
26.01156259
26.45811489
26.66880386
26.38286493
26.7021314
26.55335844
25.95887497
26.58516453
26.84422078
26.08442473
26.32336233
26.73701311
25.94725489
25.47953103
26.07238639
26.53001777
26.57092826
26.35034319
25.97117553
26.46531205
26.21450977
25.71161815
25.80909075
27.25483952
27.22263262
26.70914935
26.06385097
25.29417736
25.06263256
25.98879351
27.067876
27.23403456
27.52890321
26.65350167
27.02652826
26.90544912
27.95034936
28.48156122
27.78228776
27.53909983
28.04981733
28.16620189
27.67876679
27.11773884
27.1977589
27.2925649
27.01265161
27.14850998
27.62277459
27.34712616
27.72039462
28.32444339
28.33816738
27.65852375
27.33758037
26.2749278
27.59964726
28.71886126
28.32881897
28.96880401
28.53218509
28.89063162
28.74784493
29.20906013
27.74731951
30.25385229
30.54716421
29.21510939
29.07115973
28.71107218
30.8779199
32.23766849
32.90063993
35.88202633
33.4267463
25.54455224
29.0263932
30.78636778
33.09014548
29.43192818
33.80954788
33.54295338
26.65417532
29.45608087
26.49309427
32.45964453
34.15666617
34.11561075
27.61023272
33.45264181
32.64306873
32.9070998
34.70791008
33.89551512
33.19065597
35.91971227
36.03909793
34.02239983
34.76912227
35.82558456
35.01924748
35.75273521
32.11768302
33.94970308
35.39630293
38.55147966
33.6745435
24.18349455
26.10605706
33.09206725
36.78386721
36.24349532
34.86122083
34.60009016
35.06177371
35.28636085
33.85799299
34.32860744
29.48934416
26.89080925
27.10535064
28.09237737
24.61768977
22.87007465
25.70630834
25.23142133
27.29521638
27.6163973
26.14903984
30.90753571
25.20474939
23.71021911
22.96207766
21.39222828
20.74109348
20.8110716
21.39045265
25.95234182
24.77719034
22.99666098
24.49001806
25.81757583
26.90915736
28.0033531
27.37729448
22.34315461
19.65598316
23.59269329
27.31436603
28.85936618
26.60589097
28.92104973
28.62138163
26.62014918
23.0156552
26.22429579
26.88213006
30.58505967
24.67715328
20.47747559
23.36858611
22.28656709
30.10898416
32.57318074
28.56412413
28.63227484
29.4662607
24.55426773
23.37596168
22.34876913
23.63468936
21.20068544
21.45690671
21.27967612
20.78825746
19.57026891
20.63787317
19.84380375
20.16661757
25.60703011
26.73212576
26.5957319
24.879098
19.43668144
19.09588807
24.27718474
24.31274755
20.0796135
20.82274357
16.69416399
16.19339842
20.79593257
28.42098055
24.2814565
23.70647489
22.60663947
26.12954388
23.19727451
20.08684123
24.50732634
28.92742606
25.48248052
24.39242589
28.20105479
32.04101791
32.6411144
31.6182566
33.75549394
33.35940707
29.1566885
25.6326598
27.74409008
22.57004753
21.98556301
17.42963251
17.16945133
22.59092384
20.92249432
24.33127844
27.76136758
31.242716
31.5390528
31.07361513
32.78704637
29.11969729
21.02463646
20.95017137
20.12945477
16.78148133
22.53758338
26.9037779
28.54249352
34.92314755
38.23736459
30.5988822
34.296935
36.43427459
